record_id,device_id,collect_time,temperature,pressure,flow,remark
420,D021,2026-02-18 06:59:00,21,1.1,0.8,正常
421,D022,2026-02-18 07:00:00,21.05,1.11,0.82,波动
422,D023,2026-02-18 07:01:00,21.1,1.12,0.84,低负载
423,D024,2026-02-18 07:02:00,21.15,1.13,0.86,高负载
424,D025,2026-02-18 07:03:00,21.2,1.14,0.88,检修
425,D026,2026-02-18 07:04:00,21.25,1.15,0.9,正常
426,D027,2026-02-18 07:05:00,21.3,1.16,0.92,波动
427,D028,2026-02-18 07:06:00,21.35,1.17,0.94,低负载
428,D029,2026-02-18 07:07:00,21.4,1.18,0.96,高负载
429,D030,2026-02-18 07:08:00,21.45,1.19,0.98,检修
430,D031,2026-02-18 07:09:00,21.5,1.2,1,正常
431,D032,2026-02-18 07:10:00,21.55,1.21,1.02,波动
432,D033,2026-02-18 07:11:00,21.6,1.22,1.04,低负载
433,D034,2026-02-18 07:12:00,21.65,1.23,1.06,高负载
434,D035,2026-02-18 07:13:00,21.7,1.24,1.08,检修
435,D036,2026-02-18 07:14:00,21.75,1.25,1.1,正常
436,D037,2026-02-18 07:15:00,21.8,1.26,1.12,波动
437,D038,2026-02-18 07:16:00,21.85,1.27,1.14,低负载
438,D039,2026-02-18 07:17:00,21.9,1.28,1.16,高负载
439,D040,2026-02-18 07:18:00,21.95,1.29,1.18,检修
440,D041,2026-02-18 07:19:00,22,1.3,1.2,正常
441,D042,2026-02-18 07:20:00,22.05,1.31,1.22,波动
442,D043,2026-02-18 07:21:00,22.1,1.32,1.24,低负载
443,D044,2026-02-18 07:22:00,22.15,1.33,1.26,高负载
444,D045,2026-02-18 07:23:00,22.2,1.34,1.28,检修
445,D046,2026-02-18 07:24:00,22.25,1.35,1.3,正常
446,D047,2026-02-18 07:25:00,22.3,1.36,1.32,波动
447,D048,2026-02-18 07:26:00,22.35,1.37,1.34,低负载
448,D049,2026-02-18 07:27:00,22.4,1.38,1.36,高负载
449,D050,2026-02-18 07:28:00,22.45,1.39,1.38,检修
450,D051,2026-02-18 07:29:00,22.5,0.9,1.4,正常
451,D052,2026-02-18 07:30:00,22.55,0.91,1.42,波动
452,D053,2026-02-18 07:31:00,22.6,0.92,1.44,低负载
453,D054,2026-02-18 07:32:00,22.65,0.93,1.46,高负载
454,D055,2026-02-18 07:33:00,22.7,0.94,1.48,检修
455,D056,2026-02-18 07:34:00,22.75,0.95,1.5,正常
456,D057,2026-02-18 07:35:00,22.8,0.96,1.52,波动
457,D058,2026-02-18 07:36:00,22.85,0.97,1.54,低负载
458,D059,2026-02-18 07:37:00,22.9,0.98,1.56,高负载
459,D060,2026-02-18 07:38:00,22.95,0.99,1.58,检修
460,D061,2026-02-18 07:39:00,23,1,1.6,正常
461,D062,2026-02-18 07:40:00,23.05,1.01,1.62,波动
462,D063,2026-02-18 07:41:00,23.1,1.02,1.64,低负载
463,D064,2026-02-18 07:42:00,23.15,1.03,1.66,高负载
464,D065,2026-02-18 07:43:00,23.2,1.04,1.68,检修
465,D066,2026-02-18 07:44:00,23.25,1.05,1.7,正常
466,D067,2026-02-18 07:45:00,23.3,1.06,1.72,波动
467,D068,2026-02-18 07:46:00,23.35,1.07,1.74,低负载
468,D069,2026-02-18 07:47:00,23.4,1.08,1.76,高负载
469,D070,2026-02-18 07:48:00,23.45,1.09,1.78,检修
470,D071,2026-02-18 07:49:00,23.5,1.1,1.8,正常
471,D072,2026-02-18 07:50:00,23.55,1.11,1.82,波动
472,D073,2026-02-18 07:51:00,23.6,1.12,1.84,低负载
473,D074,2026-02-18 07:52:00,23.65,1.13,1.86,高负载
474,D075,2026-02-18 07:53:00,23.7,1.14,1.88,检修
475,D076,2026-02-18 07:54:00,23.75,1.15,1.9,正常
476,D077,2026-02-18 07:55:00,23.8,1.16,1.92,波动
477,D078,2026-02-18 07:56:00,23.85,1.17,1.94,低负载
478,D079,2026-02-18 07:57:00,23.9,1.18,1.96,高负载
479,D080,2026-02-18 07:58:00,23.95,1.19,1.98,检修
480,D081,2026-02-18 07:59:00,18,1.2,0.8,正常
481,D082,2026-02-18 08:00:00,18.05,1.21,0.82,波动
482,D083,2026-02-18 08:01:00,18.1,1.22,0.84,低负载
483,D084,2026-02-18 08:02:00,18.15,1.23,0.86,高负载
484,D085,2026-02-18 08:03:00,18.2,1.24,0.88,检修
485,D086,2026-02-18 08:04:00,18.25,1.25,0.9,正常
486,D087,2026-02-18 08:05:00,18.3,1.26,0.92,波动
487,D088,2026-02-18 08:06:00,18.35,1.27,0.94,低负载
488,D089,2026-02-18 08:07:00,18.4,1.28,0.96,高负载
489,D090,2026-02-18 08:08:00,18.45,1.29,0.98,检修
490,D091,2026-02-18 08:09:00,18.5,1.3,1,正常
491,D092,2026-02-18 08:10:00,18.55,1.31,1.02,波动
492,D093,2026-02-18 08:11:00,18.6,1.32,1.04,低负载
493,D094,2026-02-18 08:12:00,18.65,1.33,1.06,高负载
494,D095,2026-02-18 08:13:00,18.7,1.34,1.08,检修
495,D096,2026-02-18 08:14:00,18.75,1.35,1.1,正常
496,D097,2026-02-18 08:15:00,18.8,1.36,1.12,波动
497,D098,2026-02-18 08:16:00,18.85,1.37,1.14,低负载
498,D099,2026-02-18 08:17:00,18.9,1.38,1.16,高负载
499,D100,2026-02-18 08:18:00,18.95,1.39,1.18,检修
500,D101,2026-02-18 08:19:00,19,0.9,1.2,正常
